id,target
0,192.89755608321565
1,67.61086247021706
2,41.69407872285543
3,99.91837888679504
4,48.88472430727395
5,79.23702928347461
6,20.57484064504186
7,44.98440358048095
8,157.4434508677728
9,171.6227031813809
10,51.13187677843835
11,26.954215995751426
12,14.216763280596709
13,107.496599039318
14,144.6068614047936
15,91.43406066859836
16,119.12802885603192
17,4.1659566617325225
18,22.61100096392522
19,49.49353329934843
20,161.8752608964473
21,180.29313554181343
22,39.41417947956372
23,10.17485574250344
24,48.940629147154496
25,53.07938521802287
26,5.300823967508407
27,118.84074604477293
28,69.91299207928131
29,92.67126312963094
30,32.86943306510206
31,170.21038242917137
32,117.61132210739524
33,79.0025799865505
34,87.41375587645018
35,4.928150768982633
36,28.244811365388188
37,5.492142714037641
38,9.774476476707278
39,134.93556363486195
40,145.15933218442342
41,39.54745237653142
42,104.39406638222111
43,57.200977216541375
44,165.5415423935736
45,71.87969740670279
46,39.808197421583145
47,158.90140412318925
48,154.91470279046672
49,25.827273939669254
50,141.6924148734822
51,89.10035136701389
52,85.46857443282693
53,91.77407276503085
54,160.74060124072543
55,91.75462486040354
56,55.95240780862266
57,136.43436854527755
58,198.97103528148037
59,106.16243542045575
60,139.21639607441736
61,219.07578523313362
62,134.07003218133073
63,123.94736953295248
64,171.36747936325773
65,154.2255250657961
66,77.26927637262536
67,211.06318749620908
68,72.69151070123112
69,98.36230149557396
70,38.166728760921906
71,116.24887625650382
72,30.007815388433315
73,17.38238875549277
74,76.28791940172731
75,17.585552621244105
76,191.17642247797036
77,193.8094709394062
78,41.095946646225926
79,159.06343922443446
80,21.022814226935168
81,43.49302272676969
82,99.0782602234399
83,155.93377549077871
84,37.255240582080184
85,31.31687823796259
86,111.9803634992506
87,50.782318760893894
88,20.172280790244017
89,128.1569394070408
90,43.62380775801933
91,67.02183992805664
92,50.316690799223245
93,164.61501514665102
94,75.94806217125773
95,59.979350220945435
96,56.682959327342445
97,69.45867948789112
98,161.31411714296007
99,34.02989190583782
100,137.25058696894047
101,38.337587869601705
102,9.984831743593716
103,205.74426910671139
104,35.52866464016234
105,13.421186577321976
106,153.38536293888654
107,77.61273393618781
108,71.31874240942574
109,60.46910831253109
110,39.15296922198195
111,73.9535877375524
112,220.6330340608802
113,170.52414217463115
114,49.6789524758788
115,122.78690856247306
116,157.6435464258197
117,30.027943988907943
118,87.6455339641381
119,152.46176489780348
120,75.80567106680122
121,99.3575199732117
122,103.75374262632825
123,100.49631349209722
124,72.22027478807857
125,129.73662538989953
126,123.317041386986
127,70.25007829311716
128,170.7003610317628
129,101.24461696552414
130,124.71102393627336
131,181.71360723674405
132,73.01676649721388
133,98.60652770402407
134,197.89592607033094
135,28.274971077220727
136,108.73558507356101
137,9.519486160163524
138,64.02482939556101
139,37.60160789645271
140,119.92446358318156
141,48.366429673581216
142,170.86176988900948
143,61.43168617331392
144,6.600811295950848
145,85.60099450516269
146,23.781623306868198
147,7.397933515295037
148,29.165108639824147
149,57.4221060874044
150,171.9403719267911
151,137.22774935284573
152,167.39841793472772
153,139.83819092089087
154,113.10745112427873
155,12.485864181467733
156,57.59888428794593
157,114.55712564947626
158,21.554729485758344
159,130.6065388004407
160,195.2706893634687
161,15.336540210211567
162,126.0657271529663
163,148.66670043370416
164,178.2647753333167
165,92.88379534560349
166,11.386346221697522
167,186.74280958962174
168,168.4117981282124
169,11.060738710048511
170,24.930081226503447
171,72.0380522002516
172,75.9803022037129
173,7.765763590632744
174,128.15783303628885
175,29.073141307455018
176,47.31464526398263
177,67.02882924738017
178,121.93647137753422
179,140.33369672799415
180,184.33984906988616
181,1.9260642380580464
182,119.6097897454915
183,58.06459596561032
184,17.613294296057177
185,181.2209412188941
186,118.63535327995943
187,9.152077383873973
188,12.0995336998283
189,91.14892748710095
190,74.0948621498223
191,180.9979339356808
192,27.385978321201023
193,84.26808505204257
194,153.77201167072863
195,144.2040077605962
196,5.091328601016741
197,34.29292277786421
198,157.167225132266
199,34.940790577347286
200,30.3777876272071
201,21.977720129551088
202,31.443046404565436
203,192.52957453407203
204,82.35514583025731
205,8.673144860188188
206,36.81616937604145
207,23.252348864567992
208,152.5683883107106
209,133.50061088664864
